epoch,train_loss,test_loss,train_acc,test_acc
0,1.1463310599327088,1.1102234039987837,0.6381250001490116,0.6383928571428571
1,0.7293643437325954,0.7229461020656994,0.7809375002980232,0.7455357142857143
2,0.46163405254483225,0.4445431014256818,0.8434375002980232,0.8526785714285714
3,0.35507625062018633,0.3537932847227369,0.8578125,0.8348214285714286
4,0.22412947304546832,0.26668067941708223,0.94375,0.90625
5,0.21094511980190872,0.2844235368871263,0.9293750002980232,0.8705357142857143
6,0.1336377538740635,0.16280739358626306,0.971875,0.9285714285714286
7,0.08939447300508618,0.1536349560400205,0.9859375,0.96875
8,0.0944252636283636,0.11239420216796654,0.9703125,0.9598214285714286
9,0.05818127358797938,0.08972815750166774,0.990625,0.9821428571428571
10,0.053854642482474444,0.11678730929270387,0.9875,0.9642857142857143
11,0.07448066213401035,0.0757555508254362,0.9734375,0.9866071428571429
12,0.037691120197996496,0.06543663272168487,0.9953125,0.96875
13,0.025404569730744696,0.05217027415762589,0.996875,0.9866071428571429
14,0.03653715821274091,0.11902859195418257,0.9890625,0.96875
15,0.023953920271014794,0.06424029616339665,0.9953125,0.9821428571428571
16,0.01400455113616772,0.036651153616341095,1.0,0.9910714285714286
17,0.013192672266450245,0.027532626159622202,0.996875,0.9910714285714286
18,0.010893852697336115,0.01933297787867819,0.996875,0.9910714285714286
19,0.01463871015002951,0.039709007756235745,0.9984375,0.9866071428571429
20,0.006764946559269447,0.015502146378691708,1.0,1.0
21,0.008386861580947879,0.024680559839388088,1.0,0.9910714285714286
22,0.0050877998299256435,0.023448319438362626,1.0,0.9910714285714286
23,0.011104176970547996,0.06465071232638106,0.996875,0.9776785714285714
24,0.007390107538594748,0.03381883001877993,0.9984375,0.9821428571428571
25,0.009685775722027756,0.042788877001190224,0.996875,0.9821428571428571
26,0.005213153250224423,0.01753023453368639,0.9984375,1.0
27,0.02105894292908488,0.03546158936348677,0.9921875,0.9910714285714286
28,0.0028795647365768675,0.014784005615573343,1.0,0.9955357142857143
29,0.00697628243433428,0.02463304425431748,0.996875,0.9866071428571429
30,0.0035172997435438448,0.0281353245788653,1.0,0.9821428571428571
31,0.00353827533472213,0.013054490743213267,1.0,0.9955357142857143
32,0.014700445028938702,0.08055306726289148,0.99375,0.9732142857142857
33,0.007505067471720394,0.045692497552538826,0.9984375,0.9821428571428571
34,0.00394020723470021,0.01303339146761573,1.0,0.9910714285714286
35,0.001855324503594602,0.007374400482928779,1.0,1.0
36,0.006711786987398227,0.050609081067315334,0.996875,0.9776785714285714
37,0.0024638811783916025,0.009305250351514718,1.0,0.9955357142857143
38,0.003438614004517149,0.03143689630334328,1.0,0.9866071428571429
39,0.0020566328235872787,0.012671758114655469,1.0,1.0
40,0.0013473496950609843,0.00847055194909834,1.0,1.0
41,0.0015326263363022008,0.007116645296913963,1.0,1.0
42,0.0012693248376308476,0.016680592247472044,1.0,0.9955357142857143
43,0.0007614266591190244,0.0059509745317752405,1.0,1.0
44,0.0006465099490924331,0.007948518291284148,1.0,0.9955357142857143
45,0.00071804051331128,0.007843562466275347,1.0,0.9955357142857143
46,0.001088763863845088,0.009934075061664771,1.0,0.9955357142857143
47,0.0011406930113480485,0.014448369199271838,1.0,0.9955357142857143
48,0.003348365592682967,0.026957058355167516,0.9984375,0.9866071428571429
49,0.0009085336887437734,0.004317448574511218,1.0,1.0
