epoch,train_loss,test_loss,train_acc,test_acc
0,0.9482093010887955,0.8920153975486755,0.6833964649474982,0.6875
1,0.6150885572036108,0.8380266427993774,0.7733585861596194,0.5902777910232544
2,0.5901683275446747,0.9588516354560852,0.7926136363636364,0.5902777910232544
3,0.4378485049713742,0.7886203527450562,0.8363846802350247,0.7326388955116272
4,0.3900453946129842,0.5675718188285828,0.8636363636363636,0.7465277910232544
5,0.36633302090745984,0.7005161941051483,0.8716329968336857,0.84375
6,0.2973875871323275,0.6179724931716919,0.8854166666666666,0.5902777910232544
7,0.27439538344289316,0.5037149656563997,0.8926767679778013,0.84375
8,0.27514095909216185,0.4683019369840622,0.8988846802350247,0.84375
9,0.2645587209386356,1.0036506056785583,0.9195075757575758,0.5902777910232544
10,0.18032079681076787,0.4302305057644844,0.9384469696969697,0.84375
11,0.17576401412599918,0.4064164385199547,0.9284511786518674,0.84375
12,0.17501451948544744,0.5534197390079498,0.9293981483488372,0.7326388955116272
13,0.18080464663040458,0.42753363959491253,0.9253998317501761,0.84375
14,0.1208919704411969,0.6882783323526382,0.9753787878787878,0.5902777910232544
15,0.1312493576075543,0.5200489163398743,0.9471801347804792,0.7326388955116272
16,0.1502715389060816,0.996369868516922,0.9407617847124735,0.5902777910232544
17,0.14528001750339614,0.566086657345295,0.946969696969697,0.84375
18,0.09470257620242509,0.5769548714160919,0.9755892256895701,0.84375
19,0.09186131179784283,0.6958971321582794,0.9725378787878788,0.5902777910232544
20,0.08948271298273043,0.8363026678562164,0.9791666666666666,0.5902777910232544
21,0.07497016049808625,0.635694719851017,0.9793771044774489,0.84375
22,0.07695764962188674,0.8006342351436615,0.9772727272727273,0.5902777910232544
23,0.06335455117831854,0.6403994113206863,0.9848484848484849,0.5902777910232544
24,0.06414824080738155,0.4737081676721573,0.982218013568358,0.84375
25,0.10883766826185765,0.7439289391040802,0.9583333333333334,0.5902777910232544
26,0.06092962206016774,0.9807767271995544,0.9857954545454546,0.5902777910232544
27,0.04209423408787133,0.7193189263343811,0.9914772727272727,0.7326388955116272
28,0.04495396741990452,0.6241888403892517,0.9876893939393939,0.5902777910232544
29,0.045588326919118335,0.6354189813137054,0.9857954545454546,0.5902777910232544
30,0.07124887343326752,1.031268149614334,0.9715909090909091,0.5902777910232544
31,0.05680967553582212,0.7648056447505951,0.978219696969697,0.5902777910232544
32,0.03627958469918336,1.6748520135879517,0.9914772727272727,0.5902777910232544
33,0.036622590769900744,0.8773719668388367,0.9897937711441156,0.5902777910232544
34,0.03764757803450762,0.9519223272800446,0.9876893939393939,0.5902777910232544
35,0.02964533603164565,1.0991276502609253,0.9933712121212122,0.5902777910232544
36,0.04189059995890906,1.0643047541379929,0.9878998317501761,0.7326388955116272
37,0.025337598671092455,0.946257084608078,0.9943181818181818,0.5902777910232544
38,0.02911309397446034,1.267380177974701,0.9895833333333334,0.5902777910232544
39,0.041282261138831294,1.0944513231515884,0.9878998317501761,0.6770833432674408
40,0.028960582782570837,1.0722821950912476,0.9886363636363636,0.5902777910232544
41,0.051570348984872304,0.8181778341531754,0.9791666666666666,0.7326388955116272
42,0.02244529955990429,0.8180142194032669,0.9952651515151515,0.7326388955116272
43,0.019670624818624645,0.7588330954313278,0.9943181818181818,0.7326388955116272
44,0.02446611378267831,1.1622218787670135,0.9895833333333334,0.5902777910232544
45,0.019300154995025052,1.1544337272644043,0.9952651515151515,0.7326388955116272
46,0.02206784352099269,1.1940212100744247,0.9933712121212122,0.7326388955116272
47,0.016110918679094702,1.1117384135723114,0.9971590909090909,0.5902777910232544
48,0.01407337880774514,1.1187790632247925,0.9981060606060606,0.6770833432674408
49,0.019300840537515327,1.2182798981666565,0.9971590909090909,0.5902777910232544
