epoch,train_loss,test_loss,train_acc,test_acc
0,1.129287494163887,1.1503017159069286,0.6176470588235294,0.6200980403844047
1,0.8505169468767503,0.8906788650680991,0.7075163394797082,0.6838235294117647
2,0.662355570232167,0.7050244597827687,0.7197712414404925,0.7083333345020518
3,0.5520718576861363,0.6211378618198282,0.8125,0.7610294117647058
4,0.5363388042531761,0.6467840303392971,0.7892156862745098,0.7340686286196989
5,0.5574591381877076,0.670497468289207,0.8419117647058824,0.802696077262654
6,0.4496300170818965,0.5197602142305935,0.8386437904601004,0.8112745109726401
7,0.4110456640494293,0.5277534175445052,0.866421568627451,0.8296568639138165
8,0.3737005537339285,0.4589619342895115,0.8517156862745098,0.8051470588235294
9,0.3735325806135056,0.47075846484478784,0.8398692806561788,0.822303922737346
10,0.2992320392353862,0.3778608737184721,0.9080882352941176,0.8860294117647058
11,0.2757069743147083,0.3646214225274675,0.9097222218326494,0.8541666654979482
12,0.26686285202409704,0.3694438844480935,0.9121732022248062,0.884803922737346
13,0.2537832559615958,0.3553066128755317,0.9183006532051984,0.8958333345020518
14,0.23106119664860705,0.3451403147157501,0.9195261434012768,0.8786764705882353
15,0.17923840244903283,0.29129620794864264,0.9534313725490197,0.9044117647058824
16,0.16307236677875706,0.27252162423203974,0.9595588235294118,0.9301470588235294
17,0.18138518264772846,0.3078372623114025,0.9391339865385318,0.9154411764705882
18,0.16732904362474002,0.3090064325095976,0.951388888499316,0.9019607831450069
19,0.13700067867324048,0.25734126173398075,0.9546568627450981,0.9154411764705882
20,0.1339344385025256,0.23707254285759785,0.9595588235294118,0.9252450992079342
21,0.13210242489973703,0.24217650661354556,0.9530228762065663,0.9142156874432283
22,0.10515690404994815,0.2127231821856078,0.9705882352941176,0.9338235294117647
23,0.108794604628986,0.21488924653214567,0.9656862745098039,0.9203431360861835
24,0.08454239021475408,0.20869147251634038,0.9779411764705882,0.9448529411764706
25,0.08235299130719081,0.19779465101001895,0.9767156862745098,0.9411764705882353
26,0.10303688345148283,0.24208852889783242,0.9693627450980392,0.9301470588235294
27,0.09535053505690075,0.23022678445148118,0.9587418296757866,0.9215686286196989
28,0.0675584323083361,0.21430397581528216,0.9852941176470589,0.9448529411764706
29,0.09515092219454328,0.223449559060528,0.9620098039215687,0.9215686286196989
30,0.057231392408949415,0.18006182549630895,0.9852941176470589,0.9485294117647058
31,0.10539733023181849,0.26224668165121007,0.9550653590875513,0.9056372537332422
32,0.05885768285039447,0.18988744037992814,0.9791666666666666,0.9485294117647058
33,0.0629772498162792,0.18330859672278166,0.9754901960784313,0.9448529411764706
34,0.07082219595345211,0.1979719569961376,0.9734477120287278,0.9375
35,0.05005319516046667,0.1835310329847476,0.9840686274509803,0.9375
36,0.04258072076167902,0.1898840233026182,0.9877450980392157,0.9595588235294118
37,0.041258623768739844,0.19266921931001194,0.9889705882352942,0.9485294117647058
38,0.06502148233281047,0.20341879905968466,0.9816176470588235,0.9485294117647058
39,0.03430508569284689,0.16538571388296344,0.9901960784313726,0.9522058823529411
40,0.037150272186480315,0.19449092138229923,0.9889705882352942,0.9411764705882353
41,0.051608177582167236,0.20337903963894965,0.9877450980392157,0.9485294117647058
42,0.0412175248048323,0.18499337071005037,0.9844771237934337,0.9558823529411765
43,0.030185701795762368,0.17229971782687833,0.9938725490196079,0.9632352941176471
44,0.027156827713399397,0.17861416949616635,0.991421568627451,0.9558823529411765
45,0.03384275032280415,0.17500914666144288,0.9877450980392157,0.9558823529411765
46,0.033811407812012764,0.18592480980955503,0.9889705882352942,0.9448529411764706
47,0.021956521565751994,0.17748964583391652,0.9926470588235294,0.9558823529411765
48,0.033610798751789274,0.19849156426704107,0.991421568627451,0.9522058823529411
49,0.024976461294892373,0.1788809352335246,0.991421568627451,0.9448529411764706
